OPEID,Name,Address,City,State,State Desc,Zip Code,Zip Ext,ProgLength,SchoolType,Year 1,"Dual
Num 1","Dual
Denom 1",DRate 1,PRate 1,EthnicCode,Program,Cong Dis,Region,Year 2,"Dual
Num 2","Dual
Denom 2",DRate 2,PRate 2,Year 3,"Dual
Num 3","Dual
Denom 3",DRate 3,PRate 3
003268,GETTYSBURG COLLEGE                                               ,300 NORTH WASHINGTON STREET                       ,GETTYSBURG          ,PA,PENNSYLVANIA                                                ,17325,1486,6,2,2014,8,452,1.7,A,5,D,19      ,03,2013,7,455,1.5,A,2012,9,438,2.0,A
003270,GWYNEDD MERCY UNIVERSITY                                         ,1325 SUMNEYTOWN PIKE                              ,GWYNEDD VALLEY      ,PA,PENNSYLVANIA                                                ,19437,0901,8,2,2014,53,793,6.6,A,5,D,13      ,03,2013,46,872,5.2,A,2012,47,799,5.8,A
003272,HARCUM COLLEGE                                                   ,750 MONTGOMERY AVENUE                             ,BRYN MAWR           ,PA,PENNSYLVANIA                                                ,19010,3476,5,2,2014,126,756,16.6,A,5,D,13      ,03,2013,104,664,15.6,A,2012,71,555,12.7,A
003273,HARRISBURG AREA COMMUNITY COLLEGE                                ,ONE HACC DRIVE                                    ,HARRISBURG          ,PA,PENNSYLVANIA                                                ,17110,2999,5,1,2014,1350,7617,17.7,A,5,D,17      ,03,2013,1159,7392,15.6,A,2012,1148,7102,16.1,A
003274,HAVERFORD COLLEGE                                                ,370 LANCASTER AVENUE                              ,HAVERFORD           ,PA,PENNSYLVANIA                                                ,19041,1392,8,2,2014,0,118,0.0,A,5,D,07      ,03,2013,4,123,3.2,A,2012,1,136,0.7,A
003275,HOLY FAMILY UNIVERSITY                                           ,9801 FRANKFORD AVENUE                             ,PHILADELPHIA        ,PA,PENNSYLVANIA                                                ,19114,2094,8,2,2014,51,891,5.7,A,5,D,13      ,03,2013,49,894,5.4,A,2012,40,863,4.6,A
003276,IMMACULATA UNIVERSITY                                            ,1145 KING ROAD                                    ,IMMACULATA          ,PA,PENNSYLVANIA                                                ,19345,0647,8,2,2014,57,849,6.7,A,5,D,07      ,03,2013,54,852,6.3,A,2012,57,859,6.6,A
003277,INDIANA UNIVERSITY OF PENNSYLVANIA                               ,201 SUTTON HALL                    1011 SOUTH DRIV,INDIANA             ,PA,PENNSYLVANIA                                                ,15705,1097,8,1,2014,315,4298,7.3,P,5,D,12      ,03,2013,333,4299,7.7,P,2012,370,4159,8.8,P
003279,JUNIATA COLLEGE                                                  ,1700 MOORE STREET                                 ,HUNTINGDON          ,PA,PENNSYLVANIA                                                ,16652,2196,8,2,2014,7,341,2.0,A,5,D,09      ,03,2013,10,340,2.9,A,2012,6,321,1.8,A
003280,KEYSTONE COLLEGE                                                 ,ONE COLLEGE GREEN                                 ,LA PLUME            ,PA,PENNSYLVANIA                                                ,18440,0200,8,2,2014,71,579,12.2,A,5,D,10      ,03,2013,65,609,10.6,A,2012,68,613,11.0,A
003282,KINGS COLLEGE                                                    ,133 NORTH  RIVER STREET                           ,WILKES-BARRE        ,PA,PENNSYLVANIA                                                ,18711,0801,8,2,2014,42,677,6.2,A,5,D,11      ,03,2013,39,715,5.4,A,2012,47,747,6.2,A
003283,LACKAWANNA COLLEGE                                               ,501 VINE STREET                                   ,SCRANTON            ,PA,PENNSYLVANIA                                                ,18509,9961,6,2,2014,183,916,19.9,A,5,D,11      ,03,2013,204,941,21.6,A,2012,167,898,18.5,A
003284,LAFAYETTE COLLEGE                                                ,"MARKLE HALL, HIGH STREET                          ",EASTON              ,PA,PENNSYLVANIA                                                ,18042,1768,6,2,2014,4,349,1.1,A,5,D,15      ,03,2013,3,333,0.9,A,2012,3,335,0.8,A
003285,LANCASTER BIBLE COLLEGE                                          ,901 EDEN ROAD                                     ,LANCASTER           ,PA,PENNSYLVANIA                                                ,17601,5036,8,2,2014,30,453,6.6,A,5,D,16      ,03,2013,15,351,4.2,A,2012,17,297,5.7,A
003286,LANCASTER THEOLOGICAL SEMINARY OF THE UNITED CHURCH OF CHRIST    ,555 WEST JAMES STREET                             ,LANCASTER           ,PA,PENNSYLVANIA                                                ,17603,2897,8,2,2014,1,30,3.3,A,5,D,16      ,03,2013,2,33,6.0,A,2012,2,32,6.2,A
003287,LA SALLE UNIVERSITY                                              ,1900 WEST OLNEY AVENUE                            ,PHILADELPHIA        ,PA,PENNSYLVANIA                                                ,19141,1199,8,2,2014,81,1669,4.8,A,5,D,01      ,03,2013,61,1654,3.6,A,2012,68,1663,4.0,A
003288,LEBANON VALLEY COLLEGE                                           ,101 NORTH COLLEGE AVENUE                          ,ANNVILLE            ,PA,PENNSYLVANIA                                                ,17003,1400,8,2,2014,19,434,4.3,A,5,D,17      ,03,2013,15,473,3.1,A,2012,12,530,2.2,A
003289,LEHIGH UNIVERSITY                                                ,27 MEMORIAL DRIVE WEST                            ,BETHLEHEM           ,PA,PENNSYLVANIA                                                ,18015,1588,8,2,2014,15,891,1.6,A,5,D,15      ,03,2013,9,895,1.0,A,2012,10,907,1.1,A
003290,LINCOLN UNIVERSITY                                               ,1570 BALTIMORE PIKE                               ,LINCOLN UNIVERSITY  ,PA,PENNSYLVANIA                                                ,19352,0999,8,1,2014,117,826,14.1,A,2,D,16      ,03,2013,160,947,16.8,A,2012,180,916,19.6,A
003291,LUTHERAN THEOLOGICAL SEMINARY - GETTYSBURG                       ,61 SEMINARY RIDGE                                 ,GETTYSBURG          ,PA,PENNSYLVANIA                                                ,17325,1795,8,2,2014,3,96,3.1,B,5,D,19      ,03,2013,1,31,3.2,A,2012,2,45,4.4,A
003292,LUTHERAN THEOLOGICAL SEMINARY - PHILADELPHIA                     ,7301 GERMANTOWN AVENUE                            ,PHILADELPHIA        ,PA,PENNSYLVANIA                                                ,19119,1794,8,2,2014,2,53,3.7,A,5,D,02      ,03,2013,4,56,7.1,A,2012,2,53,3.7,A
003293,LYCOMING COLLEGE                                                 ,700 COLLEGE PLACE                                 ,WILLIAMSPORT        ,PA,PENNSYLVANIA                                                ,17701,5192,6,2,2014,28,392,7.1,A,5,D,10      ,03,2013,16,378,4.2,A,2012,26,406,6.4,A
003294,MANOR COLLEGE                                                    ,700 FOX CHASE ROAD                                ,JENKINTOWN          ,PA,PENNSYLVANIA                                                ,19046,3399,5,2,2014,46,387,11.8,A,5,D,13      ,03,2013,47,340,13.8,A,2012,40,318,12.5,A
003296,MARYWOOD UNIVERSITY                                              ,2300 ADAMS AVENUE                                 ,SCRANTON            ,PA,PENNSYLVANIA                                                ,18509,1598,8,2,2014,38,900,4.2,A,5,D,11      ,03,2013,46,935,4.9,A,2012,44,985,4.4,A
003297,MERCYHURST UNIVERSITY                                            ,501 EAST 38TH STREET                              ,ERIE                ,PA,PENNSYLVANIA                                                ,16546,0001,8,2,2014,152,1529,9.9,A,5,D,03      ,03,2013,168,1625,10.3,A,2012,153,1548,9.8,A
003298,MESSIAH COLLEGE                                                  ,ONE COLLEGE AVENUE                                ,MECHANICSBURG       ,PA,PENNSYLVANIA                                                ,17055,0000,8,2,2014,19,741,2.5,A,5,D,19      ,03,2013,19,717,2.6,A,2012,6,708,0.8,A
003300,MOORE COLLEGE OF ART AND DESIGN                                  ,20TH AND THE PARKWAY                              ,PHILADELPHIA        ,PA,PENNSYLVANIA                                                ,19103,1190,8,2,2014,13,182,7.1,A,5,D,02      ,03,2013,9,162,5.5,A,2012,20,191,10.4,A
003301,MORAVIAN COLLEGE                                                 ,1200 MAIN STREET                                  ,BETHLEHEM           ,PA,PENNSYLVANIA                                                ,18018,6650,8,2,2014,19,506,3.7,P,5,D,15      ,03,2013,22,521,4.2,P,2012,20,500,4.0,P
003302,MOUNT ALOYSIUS COLLEGE                                           ,7373 ADMIRAL PEARY HIGHWAY                        ,CRESSON             ,PA,PENNSYLVANIA                                                ,16630,1999,8,2,2014,47,624,7.5,A,5,D,12      ,03,2013,49,633,7.7,A,2012,67,659,10.1,A
003303,CARLOW UNIVERSITY                                                ,3333 FIFTH AVENUE                                 ,PITTSBURGH          ,PA,PENNSYLVANIA                                                ,15213,3165,8,2,2014,72,864,8.3,A,5,D,14      ,03,2013,57,915,6.2,A,2012,47,796,5.9,A
003304,MUHLENBERG COLLEGE                                               ,2400 CHEW STREET                                  ,ALLENTOWN           ,PA,PENNSYLVANIA                                                ,18104,5586,6,2,2014,13,423,3.0,A,5,D,15      ,03,2013,12,388,3.0,A,2012,7,415,1.6,A
003306,UNIVERSITY OF VALLEY FORGE                                       ,1401 CHARLESTOWN ROAD                             ,PHOENIXVILLE        ,PA,PENNSYLVANIA                                                ,19460,2399,8,2,2014,32,296,10.8,A,5,D,06      ,03,2013,36,316,11.3,A,2012,46,334,13.7,A
003309,PEIRCE COLLEGE                                                   ,1420 PINE STREET                                  ,PHILADELPHIA        ,PA,PENNSYLVANIA                                                ,19102,4699,8,2,2014,148,1037,14.2,A,5,D,02      ,03,2013,136,977,13.9,A,2012,115,978,11.7,A
003311,SALUS UNIVERSITY                                                 ,8360 OLD YORK ROAD                                ,ELKINS PARK         ,PA,PENNSYLVANIA                                                ,19027,1598,8,2,2014,1,235,0.4,P,5,D,02      ,03,2013,1,216,0.4,P,2012,1,202,0.4,P
003313,WIDENER UNIVERSITY                                               ,ONE UNIVERSITY PLACE                              ,CHESTER             ,PA,PENNSYLVANIA                                                ,19013,5792,8,2,2014,89,1930,4.6,P,5,D,01      ,03,2013,72,1834,3.9,P,2012,85,1824,4.6,P
003315,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA                            ,400 EAST SECOND STREET                            ,BLOOMSBURG          ,PA,PENNSYLVANIA                                                ,17815,1301,8,1,2014,160,2431,6.5,A,5,D,11      ,03,2013,153,2557,5.9,A,2012,110,2210,4.9,A
003316,CALIFORNIA UNIVERSITY OF PENNSYLVANIA                            ,250 UNIVERSITY AVENUE                             ,CALIFORNIA          ,PA,PENNSYLVANIA                                                ,15419,1394,8,1,2014,230,3137,7.3,A,5,D,12      ,03,2013,209,3349,6.2,A,2012,246,3298,7.4,A
003317,CHEYNEY UNIVERSITY OF PENNSYLVANIA                               ,1837 UNIVERSITY CIRCLE                            ,CHEYNEY             ,PA,PENNSYLVANIA                                                ,19319,0200,8,1,2014,183,613,29.8,A,2,D,07      ,03,2013,167,617,27.0,A,2012,153,570,26.8,A
003318,CLARION UNIVERSITY OF PENNSYLVANIA                               ,840 WOOD STREET                                   ,CLARION             ,PA,PENNSYLVANIA                                                ,16214,1232,8,1,2014,140,1882,7.4,P,5,D,05      ,03,2013,185,2108,8.7,P,2012,149,1958,7.6,P
003320,EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA                      ,200 PROSPECT STREET                               ,EAST STROUDSBURG    ,PA,PENNSYLVANIA                                                ,18301,2999,8,1,2014,171,1962,8.7,A,5,D,11      ,03,2013,127,1980,6.4,A,2012,97,1833,5.2,A
003321,EDINBORO UNIVERSITY OF PENNSYLVANIA                              ,MEADVILLE STREET                                  ,EDINBORO            ,PA,PENNSYLVANIA                                                ,16444,0001,8,1,2014,222,2389,9.2,A,5,D,03      ,03,2013,252,2591,9.7,A,2012,265,2770,9.5,A
003322,KUTZTOWN UNIVERSITY OF PENNSYLVANIA                              ,15200 KUTZTOWN ROAD                               ,KUTZTOWN            ,PA,PENNSYLVANIA                                                ,19530,9339,8,1,2014,172,2735,6.2,A,5,D,17      ,03,2013,183,2868,6.3,A,2012,164,2903,5.6,A
003323,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA                            ,401 NORTH FAIRVIEW STREET                         ,LOCK HAVEN          ,PA,PENNSYLVANIA                                                ,17745,2439,8,1,2014,127,1597,7.9,A,5,D,05      ,03,2013,120,1706,7.0,A,2012,116,1674,6.9,A
003324,MANSFIELD UNIVERSITY OF PENNSYLVANIA                             ,ACADEMY STREET                                    ,MANSFIELD           ,PA,PENNSYLVANIA                                                ,16933,1123,8,1,2014,91,999,9.1,A,5,D,05      ,03,2013,96,1068,8.9,A,2012,94,1166,8.0,A
003325,MILLERSVILLE UNIVERSITY OF PENNSYLVANIA                          ,101 NORTH GEORGE STREET            BIEMESDERFER EX,MILLERSVILLE        ,PA,PENNSYLVANIA                                                ,17551,1800,8,1,2014,158,2352,6.7,A,5,D,16      ,03,2013,126,2417,5.2,A,2012,134,2292,5.8,A
003326,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA                          ,1871 OLD MAIN DRIVE                               ,SHIPPENSBURG        ,PA,PENNSYLVANIA                                                ,17257,2299,8,1,2014,117,2145,5.4,A,5,D,19      ,03,2013,115,2170,5.2,A,2012,124,2281,5.4,A
003327,SLIPPERY ROCK UNIVERSITY                                         ,1 MORROW WAY                                      ,SLIPPERY ROCK       ,PA,PENNSYLVANIA                                                ,16057,1326,8,1,2014,135,2495,5.4,A,5,D,03      ,03,2013,122,2465,4.9,A,2012,107,2417,4.4,A
003328,WEST CHESTER UNIVERSITY OF PENNSYLVANIA                          ,700 S. HIGH STREET                                ,WEST CHESTER        ,PA,PENNSYLVANIA                                                ,19383,0001,8,1,2014,148,3583,4.1,A,5,D,16      ,03,2013,175,3242,5.3,A,2012,123,3208,3.8,A
003329,PENNSYLVANIA STATE UNIVERSITY (THE)                              ,PRESIDENT'S OFFICE                 201 OLD MAIN   ,UNIVERSITY PARK     ,PA,PENNSYLVANIA                                                ,16802,1503,8,1,2014,1010,19272,5.2,P,5,D,05      ,03,2013,940,19178,4.9,P,2012,1106,19403,5.7,P
003350,UNIVERSITY OF THE ARTS (THE)                                     ,320 SOUTH BROAD STREET                            ,PHILADELPHIA        ,PA,PENNSYLVANIA                                                ,19102,9493,8,2,2014,62,640,9.6,P,5,D,02      ,03,2013,55,655,8.3,P,2012,48,735,6.5,P
003351,CAIRN UNIVERSITY                                                 ,200 MANOR AVENUE                                  ,LANGHORNE           ,PA,PENNSYLVANIA                                                ,19047,2942,8,2,2014,19,346,5.4,A,5,D,08      ,03,2013,25,370,6.7,A,2012,9,363,2.4,A
003352,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE                     ,4170 CITY AVENUE                                  ,PHILADELPHIA        ,PA,PENNSYLVANIA                                                ,19131,1694,8,2,2014,5,646,0.7,P,5,D,02      ,03,2013,5,616,0.8,P,2012,11,685,1.6,P
003353,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA                       ,600 SOUTH 43RD STREET                             ,PHILADELPHIA        ,PA,PENNSYLVANIA                                                ,19104,4495,8,2,2014,18,620,2.9,P,5,D,02      ,03,2013,18,611,2.9,P,2012,14,645,2.1,P
003354,PHILADELPHIA UNIVERSITY                                          ,SCHOOL HOUSE LANE AND HENRY AVENUE                ,PHILADELPHIA        ,PA,PENNSYLVANIA                                                ,19144,5497,8,2,2014,52,1022,5.0,A,5,D,02      ,03,2013,44,1006,4.3,A,2012,33,929,3.5,A
003356,PITTSBURGH THEOLOGICAL SEMINARY                                  ,616 NORTH HIGHLAND AVENUE                         ,PITTSBURGH          ,PA,PENNSYLVANIA                                                ,15206,2596,8,2,2014,2,47,4.2,A,5,D,14      ,03,2013,2,54,3.7,A,2012,2,38,5.2,A
003357,POINT PARK UNIVERSITY                                            ,201 WOOD STREET                                   ,PITTSBURGH          ,PA,PENNSYLVANIA                                                ,15222,1912,8,2,2014,97,1332,7.2,A,5,D,14      ,03,2013,132,1483,8.9,A,2012,143,1507,9.4,A
003359,ROBERT MORRIS UNIVERSITY                                         ,6001 UNIVERSITY BOULEVARD                         ,MOON TOWNSHIP       ,PA,PENNSYLVANIA                                                ,15108,1189,8,2,2014,58,1383,4.1,A,5,D,18      ,03,2013,71,1429,4.9,A,2012,68,1473,4.6,A
003360,ROSEMONT COLLEGE                                                 ,1400 MONTGOMERY AVENUE                            ,ROSEMONT            ,PA,PENNSYLVANIA                                                ,19010,1699,8,2,2014,42,324,12.9,A,5,D,06      ,03,2013,19,234,8.1,A,2012,20,311,6.4,A
003362,SETON HILL UNIVERSITY                                            ,1 SETON HILL DRIVE                                ,GREENSBURG          ,PA,PENNSYLVANIA                                                ,15601,1599,8,2,2014,54,615,8.7,A,5,D,18      ,03,2013,38,654,5.8,A,2012,39,644,6.0,A
003364,SAINT CHARLES BORROMEO SEMINARY                                  ,100 EAST  WYNNEWOOD ROAD                          ,WYNNEWOOD           ,PA,PENNSYLVANIA                                                ,19096,3016,8,2,2014,3,63,4.7,B,5,D,06      ,03,2013,3,66,4.5,B,2012,2,66,3.0,B
003366,SAINT FRANCIS UNIVERSITY                                         ,110 FRANCISCAN WAY                                ,LORETTO             ,PA,PENNSYLVANIA                                                ,15940,0600,8,2,2014,23,632,3.6,A,5,D,09      ,03,2013,32,676,4.7,A,2012,20,631,3.1,A
003367,SAINT JOSEPH'S UNIVERSITY                                        ,5600 CITY AVENUE                                  ,PHILADELPHIA        ,PA,PENNSYLVANIA                                                ,19131,1395,8,2,2014,61,1908,3.1,A,5,D,02      ,03,2013,66,2047,3.2,A,2012,73,1948,3.7,A
003368,SAINT VINCENT COLLEGE & SEMINARY                                 ,300 FRASER PURCHASE ROAD                          ,LATROBE             ,PA,PENNSYLVANIA                                                ,15650,2690,8,2,2014,28,492,5.6,A,5,D,12      ,03,2013,16,531,3.0,A,2012,23,566,4.0,A
003369,SUSQUEHANNA UNIVERSITY                                           ,514 UNIVERSITY AVENUE                             ,SELINSGROVE         ,PA,PENNSYLVANIA                                                ,17870,1001,6,2,2014,20,516,3.8,A,5,D,10      ,03,2013,16,549,2.9,A,2012,19,545,3.4,A
003370,SWARTHMORE COLLEGE                                               ,500 COLLEGE AVENUE                                ,SWARTHMORE          ,PA,PENNSYLVANIA                                                ,19081,1390,6,2,2014,7,181,3.8,A,5,D,07      ,03,2013,0,143,0.0,A,2012,3,182,1.6,A
003371,TEMPLE UNIVERSITY                                                ,"CONWELL HALL, GROUND FLOOR         1801 NORTH BROA",PHILADELPHIA        ,PA,PENNSYLVANIA                                                ,19122,6003,8,2,2014,456,8878,5.1,P,5,D,02      ,03,2013,398,8815,4.5,P,2012,456,9085,5.0,P
003376,THIEL COLLEGE                                                    ,75 COLLEGE AVENUE                                 ,GREENVILLE          ,PA,PENNSYLVANIA                                                ,16125,2181,6,2,2014,49,322,15.2,A,5,D,03      ,03,2013,46,341,13.4,A,2012,52,403,12.9,A
003378,UNIVERSITY OF PENNSYLVANIA                                       ,3451 WALNUT STREET                                ,PHILADELPHIA        ,PA,PENNSYLVANIA                                                ,19104,6216,8,2,2014,40,3393,1.1,P,5,D,02      ,03,2013,52,3557,1.4,P,2012,46,3897,1.1,P
003379,UNIVERSITY OF PITTSBURGH - PITTSBURGH                            ,107 CATHEDRAL OF LEARNING          4200 FIFTH AVEN,PITTSBURGH          ,PA,PENNSYLVANIA                                                ,15260,0001,8,1,2014,298,7765,3.8,P,5,D,14      ,03,2013,307,7991,3.8,P,2012,395,9041,4.3,P
003384,UNIVERSITY OF SCRANTON                                           ,800 LINDEN                                        ,SCRANTON            ,PA,PENNSYLVANIA                                                ,18510,4622,8,2,2014,35,1391,2.5,A,5,D,11      ,03,2013,43,1365,3.1,A,2012,48,1495,3.2,A
003385,URSINUS COLLEGE                                                  ,601 EAST MAIN STREET                              ,COLLEGEVILLE        ,PA,PENNSYLVANIA                                                ,19426,1000,6,2,2014,9,419,2.1,A,5,D,06      ,03,2013,14,425,3.2,A,2012,5,397,1.2,A
003386,VALLEY FORGE MILITARY COLLEGE                                    ,1001 EAGLE ROAD                                   ,WAYNE               ,PA,PENNSYLVANIA                                                ,19087,3695,5,2,2014,23,140,16.4,A,5,D,07      ,03,2013,17,127,13.3,A,2012,22,114,19.2,A
003388,VILLANOVA UNIVERSITY                                             ,800 LANCASTER AVENUE                              ,VILLANOVA           ,PA,PENNSYLVANIA                                                ,19085,1699,8,2,2014,26,1887,1.3,P,5,D,07      ,03,2013,20,1851,1.0,P,2012,22,1885,1.1,P
003389,WASHINGTON AND JEFFERSON COLLEGE                                 ,60 SOUTH LINCOLN STREET                           ,WASHINGTON          ,PA,PENNSYLVANIA                                                ,15301,4801,8,2,2014,11,376,2.9,A,5,D,12      ,03,2013,8,384,2.0,A,2012,14,391,3.5,A
003391,WAYNESBURG UNIVERSITY                                            ,51 WEST COLLEGE STREET                            ,WAYNESBURG          ,PA,PENNSYLVANIA                                                ,15370,1222,8,2,2014,20,692,2.8,A,5,D,12      ,03,2013,30,696,4.3,A,2012,35,766,4.5,A
003392,WESTMINSTER COLLEGE                                              ,319 SOUTH MARKET STREET                           ,NEW WILMINGTON      ,PA,PENNSYLVANIA                                                ,16172,0002,8,2,2014,21,435,4.8,A,5,D,04      ,03,2013,11,406,2.7,A,2012,14,361,3.8,A
003393,WESTMINSTER THEOLOGICAL SEMINARY                                 ,2960 WEST CHURCH ROAD                             ,GLENSIDE            ,PA,PENNSYLVANIA                                                ,19038,6073,8,2,2014,0,71,0.0,A,5,D,02      ,03,2013,0,49,0.0,A,2012,3,65,4.6,A
003394,WILKES UNIVERSITY                                                ,84 WEST SOUTH STREET                              ,WILKES-BARRE        ,PA,PENNSYLVANIA                                                ,18766,0998,8,2,2014,42,848,4.9,A,5,D,11      ,03,2013,45,928,4.8,A,2012,39,964,4.0,A
003395,PENNSYLVANIA COLLEGE OF TECHNOLOGY                               ,ONE COLLEGE AVENUE                                ,WILLIAMSPORT        ,PA,PENNSYLVANIA                                                ,17701,5779,8,1,2014,241,2088,11.5,A,5,D,10      ,03,2013,218,2232,9.7,A,2012,298,2473,12.0,A
003396,WILSON COLLEGE                                                   ,1015 PHILADELPHIA AVENUE                          ,CHAMBERSBURG        ,PA,PENNSYLVANIA                                                ,17201,1285,8,2,2014,13,164,7.9,A,5,D,09      ,03,2013,12,205,5.8,A,2012,14,239,5.8,A
003399,YORK COLLEGE OF PENNSYLVANIA                                     ,COUNTRY CLUB ROAD                                 ,YORK                ,PA,PENNSYLVANIA                                                ,17405,7199,8,2,2014,82,1408,5.8,A,5,D,19      ,03,2013,55,1378,3.9,A,2012,53,1379,3.8,A
003401,BROWN UNIVERSITY                                                 ,PROSPECT STREET                                   ,PROVIDENCE          ,RI,RHODE ISLAND                                                ,02912,9127,8,2,2014,14,791,1.7,P,5,D,01      ,01,2013,14,814,1.7,P,2012,5,893,0.5,P
003402,BRYANT UNIVERSITY                                                ,1150 DOUGLAS PIKE                                 ,SMITHFIELD          ,RI,RHODE ISLAND                                                ,02917,1284,8,2,2014,8,737,1.0,A,5,D,01      ,01,2013,15,892,1.6,A,2012,17,817,2.0,A
003404,JOHNSON & WALES UNIVERSITY                                       ,8 ABBOTT PARK PLACE                               ,PROVIDENCE          ,RI,RHODE ISLAND                                                ,02903,3703,8,2,2014,411,5300,7.7,A,5,D,02      ,01,2013,487,5475,8.8,A,2012,491,5623,8.7,A
003406,PROVIDENCE COLLEGE                                               ,549 RIVER AVENUE                                  ,PROVIDENCE          ,RI,RHODE ISLAND                                                ,02918,0001,8,2,2014,16,829,1.9,A,5,D,01      ,01,2013,25,869,2.8,A,2012,18,875,2.0,A
003407,RHODE ISLAND COLLEGE                                             ,600 MT PLEASANT AVENUE                            ,PROVIDENCE          ,RI,RHODE ISLAND                                                ,02908,1991,8,1,2014,164,2078,7.8,A,5,D,02      ,01,2013,128,1941,6.5,A,2012,126,1951,6.4,A
003408,COMMUNITY COLLEGE OF RHODE ISLAND                                ,400 EAST AVENUE                                   ,WARWICK             ,RI,RHODE ISLAND                                                ,02886,1807,5,1,2014,448,2707,16.5,P,5,D,02      ,01,2013,314,2445,12.8,P,2012,220,1845,11.9,P
003409,RHODE ISLAND SCHOOL OF DESIGN                                    ,TWO COLLEGE STREET                                ,PROVIDENCE          ,RI,RHODE ISLAND                                                ,02903,2784,8,2,2014,5,371,1.3,A,5,D,02      ,01,2013,4,401,0.9,A,2012,8,400,2.0,A
003410,ROGER WILLIAMS UNIVERSITY                                        ,ONE OLD FERRY ROAD                                ,BRISTOL             ,RI,RHODE ISLAND                                                ,02809,2921,8,2,2014,42,1155,3.6,P,5,D,01      ,01,2013,34,1178,2.8,P,2012,35,1173,2.9,P
003411,SALVE REGINA UNIVERSITY                                          ,100 OCHRE POINT AVENUE                            ,NEWPORT             ,RI,RHODE ISLAND                                                ,02840,4192,8,2,2014,18,591,3.0,A,5,D,01      ,01,2013,9,592,1.5,A,2012,13,576,2.2,A
003414,UNIVERSITY OF RHODE ISLAND                                       ,GREEN HALL                         35 CAMPUS AVENU,KINGSTON            ,RI,RHODE ISLAND                                                ,02881,0000,8,1,2014,182,3464,5.2,P,5,D,02      ,01,2013,134,3271,4.0,P,2012,167,3185,5.2,P
003417,ALLEN UNIVERSITY                                                 ,1530 HARDEN STREET                                ,COLUMBIA            ,SC,SOUTH CAROLINA                                              ,29204,1085,6,2,2014,52,337,15.4,A,2,D,06      ,04,2013,106,366,28.9,A,2012,92,316,29.1,A
003418,ANDERSON UNIVERSITY                                              ,316 BOULEVARD                                     ,ANDERSON            ,SC,SOUTH CAROLINA                                              ,29621,4035,8,2,2014,54,760,7.1,A,5,D,03      ,04,2013,51,713,7.1,A,2012,47,666,7.0,A
003419,CHARLESTON SOUTHERN UNIVERSITY                                   ,9200 UNIVERSITY BOULEVARD                         ,CHARLESTON          ,SC,SOUTH CAROLINA                                              ,29406,2160,8,2,2014,91,1187,7.6,A,5,D,01      ,04,2013,118,1169,10.0,A,2012,101,1159,8.7,A
003420,BENEDICT COLLEGE                                                 ,1600 HARDEN STREET                                ,COLUMBIA            ,SC,SOUTH CAROLINA                                              ,29204,1086,6,2,2014,125,1329,9.4,A,2,D,06      ,04,2013,192,1449,13.2,A,2012,273,1386,19.6,A
003421,BOB JONES UNIVERSITY                                             ,1700 WADE HAMPTON BOULEVARD                       ,GREENVILLE          ,SC,SOUTH CAROLINA                                              ,29614,1000,8,3,2014,6,563,1.0,A,5,D,04      ,04,2013,8,582,1.3,A,2012,8,660,1.2,A
003422,SOUTHERN WESLEYAN UNIVERSITY                                     ,907 WESLEYAN DRIVE                                ,CENTRAL             ,SC,SOUTH CAROLINA                                              ,29630,1020,8,2,2014,76,773,9.8,A,5,D,03      ,04,2013,51,748,6.8,A,2012,81,837,9.6,A
003423,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA                  ",171 MOULTRIE STREET                               ,CHARLESTON          ,SC,SOUTH CAROLINA                                              ,29409,0002,8,1,2014,30,717,4.1,A,5,D,06      ,04,2013,23,755,3.0,A,2012,28,821,3.4,A
003424,CLAFLIN UNIVERSITY                                               ,400 MAGNOLIA STREET                               ,ORANGEBURG          ,SC,SOUTH CAROLINA                                              ,29115,4498,8,2,2014,79,672,11.7,A,2,D,06      ,04,2013,70,604,11.5,A,2012,83,612,13.5,A
003425,CLEMSON UNIVERSITY                                               ,201 SIKES HALL                                    ,CLEMSON             ,SC,SOUTH CAROLINA                                              ,29634,0001,8,1,2014,103,3192,3.2,A,5,D,03      ,04,2013,89,3008,2.9,A,2012,82,2929,2.7,A
003426,UNIVERSITY OF SOUTH CAROLINA - SUMTER                            ,200 MILLER ROAD                                   ,SUMTER              ,SC,SOUTH CAROLINA                                              ,29150,2498,6,1,2014,27,301,8.9,A,5,D,05      ,04,2013,33,306,10.7,A,2012,36,293,12.2,A
003427,COKER COLLEGE                                                    ,300 EAST COLLEGE AVENUE                           ,HARTSVILLE          ,SC,SOUTH CAROLINA                                              ,29550,3797,8,2,2014,47,471,9.9,A,5,D,05      ,04,2013,37,367,10.0,A,2012,31,373,8.3,A
003428,COLLEGE OF CHARLESTON                                            ,66 GEORGE STREET                                  ,CHARLESTON          ,SC,SOUTH CAROLINA                                              ,29424,0100,8,1,2014,52,1989,2.6,A,5,D,01      ,04,2013,99,2010,4.9,A,2012,83,1960,4.2,A
